city,trips_in_first_30_days,signup_date,avg_rating_of_driver,avg_surge,last_trip_date,phone,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver
Winterfell,2,2014-01-31,,1.0,2014-06-15,iPhone,0.0,False,60.0,8.79,4.4
Winterfell,0,2014-01-06,4.0,1.0,2014-06-28,iPhone,0.0,True,85.7,2.48,5.0
Astapor,4,2014-01-25,2.7,1.0,2014-06-23,iPhone,0.0,False,42.9,3.26,4.6
Astapor,3,2014-01-24,3.6,1.0,2014-06-13,iPhone,0.0,False,45.5,2.5700000000000003,5.0
Astapor,1,2014-01-07,5.0,1.0,2014-01-07,iPhone,0.0,False,100.0,5.53,5.0
Winterfell,1,2014-01-18,5.0,1.0,2014-01-19,iPhone,0.0,False,0.0,14.92,5.0
Astapor,10,2014-01-28,4.9,1.02,2014-06-28,iPhone,3.6,True,57.1,5.23,4.7
King's Landing,0,2014-01-06,4.0,1.0,2014-06-29,Android,0.0,False,0.0,0.77,5.0
Winterfell,0,2014-01-07,4.0,1.0,2014-06-26,iPhone,0.0,True,100.0,2.65,4.0
Winterfell,2,2014-01-28,5.0,1.03,2014-06-19,iPhone,8.0,True,72.0,8.07,4.5
Winterfell,1,2014-01-17,3.0,1.0,2014-02-07,Android,0.0,False,100.0,0.0,4.0
Winterfell,2,2014-01-31,4.3,1.01,2014-06-24,Android,3.3,True,40.0,5.3,4.7
Winterfell,0,2014-01-29,4.0,1.0,2014-03-02,iPhone,0.0,False,0.0,0.49,4.3
Winterfell,3,2014-01-05,5.0,1.0,2014-03-15,iPhone,0.0,False,80.0,8.66,5.0
Winterfell,0,2014-01-27,,1.0,2014-06-07,iPhone,0.0,True,0.0,4.26,5.0
Astapor,1,2014-01-17,5.0,1.0,2014-01-18,iPhone,0.0,True,100.0,1.82,5.0
Astapor,2,2014-01-27,5.0,1.0,2014-03-24,Android,0.0,False,40.0,2.69,4.4
Winterfell,2,2014-01-22,4.0,1.0,2014-01-31,iPhone,0.0,True,100.0,1.96,5.0
Astapor,0,2014-01-23,,1.0,2014-04-16,iPhone,0.0,False,100.0,2.7199999999999998,4.0
Winterfell,1,2014-01-24,5.0,1.0,2014-01-24,iPhone,0.0,False,100.0,0.01,5.0
King's Landing,0,2014-01-19,4.0,1.0,2014-06-29,iPhone,0.0,True,46.4,1.53,4.6
Winterfell,0,2014-01-18,,1.0,2014-02-22,Android,0.0,False,100.0,8.94,
Astapor,1,2014-01-16,5.0,1.0,2014-06-27,iPhone,0.0,True,66.7,16.52,5.0
Winterfell,2,2014-01-18,4.3,1.08,2014-06-14,iPhone,12.5,False,37.5,1.97,4.6
Winterfell,0,2014-01-30,5.0,1.13,2014-05-19,iPhone,50.0,False,100.0,2.48,5.0
Astapor,1,2014-01-11,3.7,1.07,2014-06-26,iPhone,11.8,True,70.6,2.58,4.5
Winterfell,7,2014-01-28,4.6,1.09,2014-06-27,iPhone,14.3,False,64.3,4.87,4.6
Winterfell,0,2014-01-06,,1.0,2014-03-05,iPhone,0.0,True,100.0,20.5,4.0
Astapor,4,2014-01-06,5.0,1.0,2014-02-10,iPhone,0.0,True,83.3,12.78,3.3
Astapor,1,2014-01-27,5.0,1.0,2014-06-07,Android,0.0,False,33.3,2.91,4.7
King's Landing,1,2014-01-16,5.0,1.0,2014-02-01,iPhone,0.0,False,0.0,4.65,5.0
King's Landing,1,2014-01-23,5.0,1.0,2014-06-25,iPhone,0.0,False,100.0,4.55,4.7
Winterfell,0,2014-01-06,5.0,1.0,2014-03-14,Android,0.0,False,100.0,6.26,5.0
King's Landing,0,2014-01-12,4.9,1.12,2014-06-29,Android,15.8,False,47.4,3.71,4.9
Winterfell,1,2014-01-12,5.0,1.0,2014-02-16,Android,0.0,False,0.0,4.9,5.0
Winterfell,6,2014-01-21,4.8,1.0,2014-06-23,iPhone,0.0,False,50.0,5.71,4.7
Astapor,3,2014-01-18,4.8,1.09,2014-05-15,iPhone,17.2,False,79.3,4.59,4.9
Astapor,0,2014-01-12,,1.0,2014-06-30,iPhone,0.0,True,100.0,0.6000000000000001,5.0
King's Landing,1,2014-01-08,,1.0,2014-05-31,Android,0.0,False,66.7,25.82,5.0
Winterfell,2,2014-01-18,4.0,1.0,2014-01-19,iPhone,0.0,True,0.0,0.43,5.0
Winterfell,0,2014-01-26,5.0,1.0,2014-03-19,Android,0.0,False,100.0,17.63,5.0
Astapor,0,2014-01-18,5.0,1.44,2014-05-31,iPhone,50.0,False,50.0,4.08,5.0
King's Landing,3,2014-01-26,5.0,1.0,2014-03-31,,0.0,True,75.0,5.61,5.0
Astapor,2,2014-01-19,4.0,1.0,2014-02-15,iPhone,0.0,False,100.0,3.81,5.0
Astapor,14,2014-01-17,3.9,1.07,2014-06-04,iPhone,8.0,True,76.0,3.64,4.8
Winterfell,0,2014-01-07,4.0,1.0,2014-04-19,Android,0.0,False,16.7,1.85,4.3
Winterfell,0,2014-01-23,5.0,1.0,2014-04-03,iPhone,0.0,False,100.0,0.23,5.0
Winterfell,2,2014-01-10,5.0,1.0,2014-01-18,iPhone,0.0,True,100.0,13.18,5.0
Astapor,3,2014-01-14,4.5,1.1,2014-06-26,iPhone,14.3,False,90.5,1.7000000000000002,4.8
Astapor,10,2014-01-27,5.0,1.05,2014-06-27,iPhone,4.5,True,72.7,2.8,4.8
Winterfell,5,2014-01-12,4.6,1.01,2014-06-11,iPhone,3.2,True,48.4,4.13,4.8
King's Landing,0,2014-01-27,4.3,1.0,2014-05-04,iPhone,0.0,False,40.0,4.8,4.8
Winterfell,0,2014-01-25,4.0,1.0,2014-06-28,iPhone,0.0,True,66.7,2.29,5.0
Winterfell,1,2014-01-11,,1.0,2014-06-15,iPhone,0.0,False,0.0,9.73,4.5
Winterfell,0,2014-01-10,4.5,1.0,2014-06-26,iPhone,0.0,False,100.0,8.92,4.0
Winterfell,0,2014-01-06,3.4,1.0,2014-06-21,Android,0.0,False,28.6,2.23,4.7
Winterfell,1,2014-01-12,5.0,1.0,2014-02-04,iPhone,0.0,False,100.0,3.85,5.0
King's Landing,1,2014-01-28,4.0,1.0,2014-01-29,Android,0.0,False,100.0,13.85,5.0
Astapor,0,2014-01-24,4.7,1.0,2014-05-10,Android,0.0,False,75.0,1.97,5.0
King's Landing,2,2014-01-19,5.0,1.0,2014-06-05,iPhone,0.0,True,33.3,3.73,4.7
Astapor,0,2014-01-26,5.0,1.0,2014-06-21,iPhone,0.0,False,0.0,4.07,5.0
Astapor,0,2014-01-11,4.0,1.0,2014-06-11,iPhone,0.0,False,100.0,4.78,5.0
Winterfell,2,2014-01-06,4.5,1.0,2014-01-07,iPhone,0.0,False,100.0,0.6900000000000001,5.0
Astapor,1,2014-01-27,4.2,1.25,2014-05-29,iPhone,33.3,True,100.0,15.39,4.5
King's Landing,4,2014-01-11,4.4,1.0,2014-06-27,iPhone,0.0,False,85.7,4.44,5.0
Astapor,12,2014-01-17,5.0,1.0,2014-06-07,Android,0.0,False,78.9,4.65,4.7
Astapor,0,2014-01-17,5.0,1.0,2014-04-13,iPhone,0.0,False,75.0,1.32,4.8
Winterfell,0,2014-01-19,5.0,1.0,2014-05-16,iPhone,0.0,False,100.0,5.3,5.0
Winterfell,1,2014-01-18,5.0,1.0,2014-03-29,iPhone,0.0,False,0.0,6.96,5.0
Winterfell,17,2014-01-16,4.7,1.0,2014-03-21,iPhone,0.0,False,74.1,3.5300000000000002,4.8
King's Landing,5,2014-01-08,4.9,1.16,2014-06-23,iPhone,27.3,True,75.8,6.98,4.9
Astapor,1,2014-01-31,4.5,1.0,2014-06-05,iPhone,0.0,False,57.1,3.36,3.7
Winterfell,1,2014-01-18,,1.0,2014-01-19,Android,0.0,False,0.0,7.07,4.0
King's Landing,1,2014-01-19,5.0,1.0,2014-07-01,iPhone,0.0,False,100.0,1.52,5.0
King's Landing,3,2014-01-21,5.0,1.0,2014-06-02,iPhone,0.0,True,100.0,1.83,5.0
Winterfell,1,2014-01-09,3.0,1.0,2014-02-09,Android,0.0,False,50.0,3.81,4.5
Winterfell,1,2014-01-29,5.0,1.0,2014-06-19,Android,0.0,False,75.0,11.18,4.5
King's Landing,0,2014-01-07,4.4,1.06,2014-06-21,iPhone,11.1,True,77.8,1.63,4.0
Winterfell,0,2014-01-31,,1.5,2014-03-15,Android,100.0,True,0.0,1.74,5.0
Astapor,1,2014-01-18,5.0,1.0,2014-06-29,iPhone,0.0,False,0.0,4.29,4.7
Winterfell,0,2014-01-24,4.3,1.0,2014-06-05,iPhone,0.0,True,50.0,5.23,4.8
King's Landing,0,2014-01-04,4.5,1.0,2014-05-21,iPhone,0.0,True,100.0,8.04,5.0
Winterfell,0,2014-01-24,4.5,1.0,2014-04-03,iPhone,0.0,True,100.0,29.4,5.0
Winterfell,1,2014-01-11,,1.0,2014-04-21,iPhone,0.0,False,50.0,3.59,5.0
Winterfell,0,2014-01-27,5.0,1.0,2014-05-23,iPhone,0.0,False,100.0,4.29,4.7
Astapor,0,2014-01-31,5.0,1.0,2014-04-22,iPhone,0.0,False,100.0,1.52,4.5
Astapor,1,2014-01-18,4.0,1.0,2014-01-19,Android,0.0,False,0.0,14.43,5.0
Astapor,0,2014-01-24,,1.0,2014-05-30,iPhone,0.0,False,100.0,5.23,5.0
King's Landing,1,2014-01-07,,1.0,2014-01-08,Android,0.0,False,100.0,2.1,5.0
Astapor,2,2014-01-18,5.0,1.0,2014-01-19,Android,0.0,False,0.0,0.79,5.0
Winterfell,1,2014-01-29,5.0,1.0,2014-01-30,iPhone,0.0,False,100.0,29.91,5.0
Winterfell,0,2014-01-06,5.0,1.0,2014-06-22,iPhone,0.0,False,33.3,2.5,3.8
King's Landing,2,2014-01-18,5.0,1.0,2014-06-22,Android,0.0,False,37.5,4.98,5.0
King's Landing,0,2014-01-04,4.0,1.0,2014-04-26,iPhone,0.0,False,0.0,2.95,5.0
Winterfell,1,2014-01-02,4.3,1.0,2014-06-28,Android,0.0,True,85.7,13.25,4.6
Winterfell,2,2014-01-13,5.0,1.0,2014-02-18,iPhone,0.0,False,33.3,1.62,5.0
King's Landing,0,2014-01-28,4.5,1.0,2014-06-07,iPhone,0.0,False,66.7,6.87,5.0
Astapor,0,2014-01-25,,1.0,2014-03-18,iPhone,0.0,False,100.0,13.05,5.0
Winterfell,3,2014-01-05,5.0,1.0,2014-01-07,Android,0.0,False,100.0,13.44,4.7
Astapor,0,2014-01-06,4.7,1.0,2014-03-19,Android,0.0,True,50.0,6.12,5.0
Winterfell,2,2014-01-13,5.0,1.0,2014-01-31,Android,0.0,False,100.0,0.72,4.0
King's Landing,1,2014-01-26,5.0,1.0,2014-04-19,iPhone,0.0,False,50.0,9.02,5.0
Astapor,0,2014-01-11,4.0,1.0,2014-06-02,Android,0.0,False,50.0,5.28,5.0
King's Landing,0,2014-01-01,4.5,1.0,2014-06-06,iPhone,0.0,False,100.0,5.58,4.8
Winterfell,3,2014-01-17,4.4,1.08,2014-05-20,iPhone,5.9,True,55.9,7.18,4.9
King's Landing,0,2014-01-27,5.0,1.0,2014-06-30,iPhone,0.0,True,0.0,1.8900000000000001,5.0
Winterfell,0,2014-01-12,4.9,1.0,2014-06-29,iPhone,0.0,False,71.4,10.41,5.0
Astapor,3,2014-01-06,5.0,1.0,2014-01-15,iPhone,0.0,True,66.7,8.93,5.0
Winterfell,1,2014-01-04,,1.0,2014-01-04,Android,0.0,False,0.0,35.09,5.0
Astapor,0,2014-01-16,,1.0,2014-03-26,iPhone,0.0,True,100.0,3.39,5.0
Astapor,0,2014-01-25,,1.0,2014-06-19,iPhone,0.0,True,100.0,1.8399999999999999,5.0
Astapor,9,2014-01-17,4.3,1.11,2014-05-02,iPhone,21.7,False,69.6,2.22,4.8
Astapor,0,2014-01-15,2.0,1.0,2014-05-16,iPhone,0.0,False,100.0,0.9500000000000001,5.0
Winterfell,5,2014-01-06,4.5,1.2,2014-06-08,iPhone,21.1,False,36.8,2.58,4.7
King's Landing,0,2014-01-18,4.7,1.19,2014-04-12,iPhone,22.2,False,55.6,3.07,4.9
Astapor,0,2014-01-21,5.0,1.0,2014-05-03,iPhone,0.0,False,0.0,14.0,5.0
Astapor,4,2014-01-31,5.0,1.0,2014-02-04,Android,0.0,True,100.0,2.5300000000000002,5.0
King's Landing,0,2014-01-17,4.3,1.06,2014-03-30,iPhone,25.0,False,75.0,10.92,5.0
Winterfell,1,2014-01-30,5.0,1.0,2014-01-30,iPhone,0.0,False,100.0,79.69,5.0
Winterfell,7,2014-01-11,4.4,1.03,2014-06-28,Android,5.7,True,39.6,8.19,4.7
Winterfell,0,2014-01-24,4.8,1.0,2014-05-11,iPhone,0.0,False,50.0,6.04,4.5
Astapor,0,2014-01-19,5.0,1.0,2014-06-11,iPhone,0.0,True,100.0,26.03,4.3
Winterfell,24,2014-01-23,4.8,1.04,2014-06-30,iPhone,7.7,False,70.9,4.42,4.7
Winterfell,1,2014-01-02,4.8,1.0,2014-06-26,iPhone,0.0,True,91.7,6.08,4.8
King's Landing,0,2014-01-11,,1.0,2014-06-23,iPhone,0.0,False,100.0,3.41,5.0
Winterfell,0,2014-01-15,5.0,1.0,2014-05-20,iPhone,0.0,True,100.0,2.3,5.0
Astapor,2,2014-01-09,5.0,1.04,2014-06-28,iPhone,9.5,True,76.2,4.12,4.9
Astapor,1,2014-01-30,,1.0,2014-01-31,Android,0.0,True,100.0,5.15,5.0
Winterfell,1,2014-01-25,5.0,1.0,2014-01-27,Android,0.0,False,100.0,0.02,5.0
Winterfell,2,2014-01-04,4.9,1.12,2014-06-28,iPhone,11.8,False,52.9,2.79,4.8
Astapor,2,2014-01-19,3.0,1.21,2014-05-26,Android,42.9,False,57.1,6.64,4.7
Winterfell,1,2014-01-07,4.4,1.11,2014-05-25,iPhone,5.0,False,75.0,1.45,5.0
King's Landing,28,2014-01-22,4.1,1.04,2014-06-30,iPhone,7.1,True,84.3,3.4,4.5
Winterfell,1,2014-01-07,,1.0,2014-01-07,iPhone,0.0,True,100.0,13.26,5.0
Winterfell,1,2014-01-25,,1.0,2014-01-31,Android,0.0,False,100.0,5.92,5.0
Winterfell,4,2014-01-22,3.5,1.0,2014-04-17,iPhone,0.0,True,71.4,7.0,4.7
King's Landing,2,2014-01-04,5.0,1.0,2014-06-15,Android,0.0,True,20.0,14.34,5.0
Winterfell,2,2014-01-31,5.0,1.15,2014-05-10,Android,20.0,False,60.0,1.34,5.0
Winterfell,0,2014-01-09,5.0,1.0,2014-03-15,iPhone,0.0,False,0.0,3.44,5.0
Winterfell,0,2014-01-12,5.0,1.67,2014-06-14,iPhone,33.3,True,0.0,1.98,3.7
Winterfell,3,2014-01-25,3.0,1.0,2014-03-27,Android,0.0,False,60.0,4.75,4.4
Astapor,3,2014-01-15,5.0,1.08,2014-01-31,iPhone,33.3,False,100.0,2.69,5.0
Winterfell,1,2014-01-23,5.0,1.0,2014-01-25,iPhone,0.0,True,100.0,6.58,5.0
Winterfell,1,2014-01-19,5.0,1.0,2014-01-20,iPhone,0.0,False,0.0,6.13,5.0
Winterfell,2,2014-01-16,5.0,1.25,2014-06-28,Android,40.0,False,40.0,4.77,4.8
Winterfell,0,2014-01-12,,1.0,2014-06-18,iPhone,0.0,False,100.0,18.4,5.0
Winterfell,4,2014-01-20,4.9,1.0,2014-05-02,iPhone,0.0,False,100.0,4.28,5.0
Winterfell,4,2014-01-07,2.6,1.0,2014-05-16,Android,0.0,False,60.0,2.99,4.7
King's Landing,0,2014-01-22,,1.0,2014-06-30,iPhone,0.0,False,100.0,14.68,1.0
Winterfell,5,2014-01-10,4.1,1.0,2014-06-16,iPhone,0.0,True,56.0,12.79,4.3
Winterfell,0,2014-01-19,5.0,1.0,2014-05-22,iPhone,0.0,False,100.0,7.83,5.0
Winterfell,5,2014-01-31,4.6,1.0,2014-06-14,iPhone,0.0,True,42.1,6.1,4.7
Astapor,1,2014-01-14,,1.0,2014-06-14,iPhone,0.0,True,33.3,13.37,4.7
Winterfell,8,2014-01-17,4.1,1.26,2014-06-21,iPhone,16.7,False,50.0,2.17,4.9
Winterfell,0,2014-01-25,4.0,1.0,2014-06-05,iPhone,0.0,True,100.0,10.06,4.7
Winterfell,0,2014-01-04,4.9,1.0,2014-06-19,iPhone,0.0,True,73.7,19.53,5.0
Winterfell,4,2014-01-20,5.0,1.04,2014-05-01,iPhone,14.3,False,71.4,5.71,5.0
Winterfell,1,2014-01-30,,1.0,2014-02-07,Android,0.0,False,100.0,1.19,5.0
Astapor,2,2014-01-04,5.0,1.0,2014-01-11,iPhone,0.0,False,50.0,4.96,4.5
Winterfell,0,2014-01-31,5.0,1.0,2014-04-13,Android,0.0,False,50.0,4.84,5.0
Astapor,1,2014-01-17,5.0,1.0,2014-01-18,iPhone,0.0,True,100.0,23.56,5.0
Winterfell,1,2014-01-24,,1.25,2014-01-26,iPhone,100.0,False,0.0,14.12,5.0
Astapor,7,2014-01-23,4.8,1.07,2014-06-30,iPhone,10.5,False,100.0,1.96,4.8
King's Landing,0,2014-01-01,,1.0,2014-05-23,,0.0,True,66.7,19.08,5.0
Winterfell,1,2014-01-05,,1.0,2014-01-20,Android,0.0,False,100.0,1.5899999999999999,5.0
Astapor,9,2014-01-17,4.9,1.13,2014-06-25,iPhone,19.4,False,86.1,1.9300000000000002,4.9
Astapor,1,2014-01-04,,1.0,2014-01-04,Android,0.0,True,0.0,11.82,5.0
Astapor,7,2014-01-27,5.0,1.29,2014-02-01,Android,28.6,True,85.7,3.26,5.0
Winterfell,0,2014-01-24,4.0,1.0,2014-04-19,iPhone,0.0,False,0.0,1.8900000000000001,3.0
Astapor,4,2014-01-18,4.9,1.09,2014-07-01,iPhone,13.8,True,65.5,2.3,4.6
Astapor,0,2014-01-19,2.0,1.0,2014-04-03,iPhone,0.0,False,100.0,7.76,4.3
Winterfell,2,2014-01-26,4.5,1.31,2014-06-22,iPhone,25.0,True,50.0,3.26,5.0
Winterfell,1,2014-01-23,5.0,1.0,2014-01-24,iPhone,0.0,True,100.0,27.02,5.0
Winterfell,0,2014-01-22,,1.0,2014-06-08,iPhone,0.0,True,0.0,2.38,5.0
Winterfell,1,2014-01-07,,1.0,2014-01-11,iPhone,0.0,False,0.0,1.62,5.0
Winterfell,3,2014-01-18,5.0,1.42,2014-05-25,iPhone,50.0,False,16.7,2.77,5.0
Astapor,1,2014-01-15,5.0,1.0,2014-02-19,iPhone,0.0,False,100.0,7.34,5.0
King's Landing,0,2014-01-06,5.0,1.0,2014-06-28,iPhone,0.0,True,42.9,2.06,4.7
Winterfell,0,2014-01-17,4.5,1.0,2014-05-24,iPhone,0.0,False,83.3,5.03,4.7
Winterfell,0,2014-01-29,5.0,1.0,2014-05-28,iPhone,0.0,False,100.0,17.57,5.0
King's Landing,2,2014-01-24,3.0,1.0,2014-01-25,iPhone,0.0,False,100.0,3.6,
Astapor,0,2014-01-23,,1.0,2014-05-04,iPhone,0.0,False,0.0,4.67,1.0
Astapor,0,2014-01-01,5.0,1.0,2014-05-19,iPhone,0.0,False,100.0,3.75,5.0
King's Landing,0,2014-01-21,5.0,1.0,2014-06-19,iPhone,0.0,False,100.0,1.27,5.0
King's Landing,4,2014-01-13,4.9,1.02,2014-06-28,iPhone,3.8,False,92.3,2.05,4.7
Astapor,0,2014-01-27,,1.0,2014-06-07,iPhone,0.0,True,0.0,3.3,5.0
Winterfell,1,2014-01-23,5.0,1.0,2014-04-26,Android,0.0,False,33.3,3.37,5.0
Astapor,1,2014-01-13,5.0,1.25,2014-04-21,iPhone,50.0,True,100.0,2.31,5.0
Astapor,0,2014-01-09,5.0,1.0,2014-05-18,Android,0.0,False,0.0,3.15,5.0
King's Landing,0,2014-01-10,5.0,1.0,2014-06-29,iPhone,0.0,True,33.3,19.19,5.0
Winterfell,1,2014-01-12,,1.0,2014-01-12,iPhone,0.0,False,0.0,3.45,5.0
King's Landing,3,2014-01-01,3.8,1.0,2014-06-22,iPhone,0.0,True,52.4,1.43,4.5
Winterfell,1,2014-01-20,5.0,1.88,2014-03-02,iPhone,50.0,False,50.0,14.85,5.0
Winterfell,10,2014-01-03,5.0,1.09,2014-06-27,iPhone,7.1,True,66.7,6.74,4.9
King's Landing,4,2014-01-02,4.6,1.02,2014-06-17,iPhone,5.0,False,100.0,1.96,4.9
Winterfell,0,2014-01-27,5.0,1.0,2014-05-07,iPhone,0.0,False,100.0,7.21,5.0
Astapor,6,2014-01-06,5.0,1.0,2014-02-22,iPhone,0.0,True,75.0,2.14,5.0
Winterfell,1,2014-01-17,4.0,1.0,2014-01-18,Android,0.0,False,0.0,2.5700000000000003,5.0
Winterfell,1,2014-01-24,,1.0,2014-01-25,iPhone,0.0,True,100.0,2.31,5.0
Winterfell,1,2014-01-03,5.0,1.0,2014-01-06,Android,0.0,False,100.0,17.46,5.0
King's Landing,7,2014-01-23,4.3,1.0,2014-02-22,iPhone,0.0,False,42.9,6.25,4.7
King's Landing,11,2014-01-02,5.0,1.0,2014-06-22,iPhone,1.9,True,61.1,1.78,4.8
Astapor,1,2014-01-21,4.0,1.0,2014-02-10,Android,0.0,True,100.0,2.44,5.0
Astapor,2,2014-01-24,4.8,1.0,2014-06-23,Android,0.0,False,72.7,2.51,5.0
Astapor,1,2014-01-27,5.0,1.0,2014-06-27,iPhone,0.0,True,50.0,2.99,5.0
King's Landing,0,2014-01-01,,1.0,2014-04-03,Android,0.0,False,100.0,24.14,5.0
Winterfell,3,2014-01-30,4.5,1.0,2014-03-22,Android,0.0,False,100.0,2.98,4.5
Winterfell,0,2014-01-18,5.0,1.0,2014-05-31,iPhone,0.0,False,100.0,21.02,5.0
Winterfell,3,2014-01-24,5.0,1.0,2014-01-25,iPhone,0.0,False,33.3,1.6600000000000001,5.0
Winterfell,0,2014-01-14,,1.0,2014-05-23,iPhone,0.0,True,100.0,9.55,5.0
King's Landing,1,2014-01-19,5.0,1.0,2014-06-30,iPhone,0.0,False,0.0,9.15,5.0
Astapor,7,2014-01-26,4.1,1.33,2014-05-17,iPhone,20.0,False,40.0,2.75,4.6
King's Landing,0,2014-01-25,,1.0,2014-06-28,iPhone,0.0,True,0.0,13.52,5.0
Winterfell,1,2014-01-24,5.0,1.0,2014-05-22,Android,0.0,True,100.0,4.9,4.5
Astapor,2,2014-01-06,4.8,1.3599999999999999,2014-06-20,iPhone,37.5,True,18.8,2.87,4.6
Astapor,0,2014-01-24,,1.0,2014-03-30,iPhone,0.0,False,0.0,5.34,5.0
King's Landing,1,2014-01-10,5.0,2.5,2014-01-10,Android,100.0,False,100.0,14.38,5.0
Astapor,0,2014-01-23,,1.0,2014-05-06,Android,0.0,False,100.0,14.38,5.0
Winterfell,1,2014-01-25,,1.0,2014-01-26,Android,0.0,False,0.0,5.33,5.0
Winterfell,3,2014-01-27,3.2,1.04,2014-06-29,iPhone,5.3,True,47.4,2.86,4.8
Astapor,1,2014-01-21,4.5,1.13,2014-05-17,iPhone,25.0,True,100.0,2.44,5.0
Winterfell,1,2014-01-08,5.0,4.75,2014-01-21,iPhone,100.0,False,100.0,6.46,5.0
Winterfell,0,2014-01-18,5.0,1.0,2014-06-26,iPhone,0.0,False,100.0,2.96,5.0
Winterfell,1,2014-01-03,4.4,1.07,2014-06-28,iPhone,20.0,False,60.0,3.61,4.6
King's Landing,1,2014-01-25,,1.0,2014-04-17,iPhone,0.0,True,100.0,6.53,5.0
Astapor,1,2014-01-07,,1.0,2014-01-08,iPhone,0.0,False,100.0,1.8900000000000001,5.0
Astapor,1,2014-01-31,4.0,1.0,2014-01-31,iPhone,0.0,False,100.0,6.53,5.0
Winterfell,3,2014-01-03,5.0,1.0,2014-05-19,iPhone,0.0,True,75.0,2.64,4.9
Astapor,1,2014-01-18,4.3,1.0,2014-05-30,iPhone,0.0,False,50.0,6.78,5.0
King's Landing,0,2014-01-08,3.2,1.05,2014-06-19,iPhone,6.3,False,100.0,8.94,4.8
King's Landing,2,2014-01-24,4.6,1.33,2014-06-20,,55.6,False,77.8,4.24,4.7
Winterfell,6,2014-01-07,5.0,1.0,2014-01-31,Android,0.0,True,100.0,13.2,4.8
Winterfell,17,2014-01-09,4.8,1.0,2014-06-30,iPhone,0.0,True,66.7,2.56,4.3
King's Landing,0,2014-01-03,4.0,1.0,2014-06-12,iPhone,0.0,True,100.0,2.83,5.0
Winterfell,0,2014-01-28,3.5,1.0,2014-06-12,Android,0.0,False,100.0,9.96,4.5
King's Landing,6,2014-01-28,5.0,1.09,2014-06-20,iPhone,8.8,False,70.6,1.99,4.6
King's Landing,1,2014-01-13,,1.0,2014-01-23,iPhone,0.0,False,100.0,14.77,
Winterfell,1,2014-01-17,5.0,1.0,2014-01-18,iPhone,0.0,True,0.0,3.5700000000000003,5.0
Astapor,1,2014-01-25,,1.0,2014-06-27,iPhone,0.0,True,33.3,4.69,5.0
King's Landing,0,2014-01-16,5.0,1.0,2014-06-21,iPhone,0.0,True,0.0,15.27,4.0
Winterfell,4,2014-01-20,4.1,1.07,2014-04-17,iPhone,7.1,False,42.9,3.56,4.6
Astapor,6,2014-01-30,4.0,1.46,2014-02-09,iPhone,50.0,False,33.3,6.23,4.8
Winterfell,1,2014-01-31,4.8,1.0,2014-04-21,Android,0.0,False,69.0,3.7,4.5
Winterfell,7,2014-01-19,2.7,1.0,2014-01-22,iPhone,0.0,False,100.0,1.05,4.9
Winterfell,1,2014-01-16,5.0,1.0,2014-02-20,Android,0.0,False,100.0,8.03,4.5
Winterfell,0,2014-01-18,4.5,1.0,2014-06-22,Android,0.0,False,33.3,3.93,4.5
Astapor,3,2014-01-10,5.0,1.1,2014-06-07,iPhone,20.0,True,40.0,3.4,5.0
Winterfell,0,2014-01-01,,1.0,2014-06-08,iPhone,0.0,True,66.7,9.76,5.0
Winterfell,2,2014-01-04,4.9,1.05,2014-06-30,iPhone,8.9,True,51.1,3.15,4.6
Winterfell,3,2014-01-28,5.0,1.0,2014-05-31,iPhone,0.0,False,100.0,4.64,5.0
Astapor,3,2014-01-24,4.5,1.04,2014-04-22,iPhone,7.7,True,38.5,2.39,4.7
Winterfell,0,2014-01-23,4.0,1.0,2014-04-09,iPhone,0.0,False,100.0,0.01,4.0
Winterfell,8,2014-01-18,4.3,1.0,2014-06-01,Android,0.0,False,46.7,2.61,4.4
Astapor,0,2014-01-13,5.0,1.0,2014-06-27,iPhone,0.0,False,100.0,13.94,5.0
Winterfell,5,2014-01-09,4.8,1.0,2014-04-12,Android,0.0,False,75.0,3.2,4.8
King's Landing,9,2014-01-09,4.9,1.0,2014-06-03,iPhone,0.0,False,51.9,1.25,4.5
King's Landing,1,2014-01-18,,1.0,2014-06-13,iPhone,0.0,True,100.0,14.47,5.0
Winterfell,3,2014-01-09,4.5,1.0,2014-02-03,iPhone,0.0,False,33.3,0.81,5.0
Astapor,1,2014-01-30,,1.0,2014-02-10,iPhone,0.0,False,100.0,6.0,5.0
Winterfell,3,2014-01-31,5.0,1.17,2014-02-03,iPhone,33.3,True,66.7,5.8100000000000005,5.0
Winterfell,0,2014-01-26,,1.0,2014-02-27,Android,0.0,False,100.0,6.95,4.0
Winterfell,1,2014-01-28,5.0,1.0,2014-06-08,iPhone,0.0,False,66.7,2.55,5.0
King's Landing,2,2014-01-16,5.0,1.0,2014-01-18,Android,0.0,False,50.0,3.18,5.0
King's Landing,2,2014-01-18,5.0,1.0,2014-01-19,iPhone,0.0,False,0.0,1.4,5.0
Astapor,1,2014-01-06,5.0,1.0,2014-01-07,iPhone,0.0,True,100.0,2.41,5.0
Winterfell,1,2014-01-10,3.0,1.0,2014-06-20,iPhone,0.0,True,100.0,6.91,5.0
Winterfell,3,2014-01-08,4.5,1.0,2014-03-01,iPhone,0.0,False,57.1,2.13,3.9
